data_entry,id,trial,movement,number,comment
caterina,P16,100,inwards,NA,
caterina,P17,1,outwards,21,
caterina,P17,2,inwards,10,
caterina,P17,3,outwards,13,
caterina,P17,4,inwards,9,
caterina,P17,5,outwards,3,
caterina,P17,6,inwards,30,
caterina,P17,7,outwards,21,
caterina,P17,8,inwards,11,
caterina,P17,9,outwards,23,
caterina,P17,10,inwards,21,
caterina,P17,11,outwards,6,
caterina,P17,12,inwards,NA,
caterina,P17,13,outwards,9,
caterina,P17,14,inwards,11,
caterina,P17,15,outwards,21,
caterina,P17,16,inwards,23,
caterina,P17,17,outwards,15,
caterina,P17,18,inwards,10,
caterina,P17,19,outwards,6,
caterina,P17,20,inwards,1,
caterina,P17,21,outwards,28,
caterina,P17,22,inwards,21,
caterina,P17,23,outwards,20,
caterina,P17,24,inwards,30,
caterina,P17,25,outwards,11,
caterina,P17,26,inwards,16,
caterina,P17,27,outwards,17,
caterina,P17,28,inwards,4,
caterina,P17,29,outwards,11,
caterina,P17,30,inwards,23,
caterina,P17,31,outwards,25,
caterina,P17,32,inwards,1,
caterina,P17,33,outwards,30,
caterina,P17,34,inwards,4,
caterina,P17,35,outwards,12,
caterina,P17,36,inwards,8,
caterina,P17,37,outwards,25,
caterina,P17,38,inwards,22,
caterina,P17,39,outwards,9,
caterina,P17,40,inwards,26,
caterina,P17,41,outwards,15,
caterina,P17,42,inwards,13,
caterina,P17,43,outwards,11,
caterina,P17,44,inwards,6,
caterina,P17,45,outwards,21,
caterina,P17,46,inwards,9,
caterina,P17,47,outwards,25,
caterina,P17,48,inwards,30,
caterina,P17,49,outwards,3,
caterina,P17,50,inwards,4,
caterina,P17,51,outwards,11,
caterina,P17,52,inwards,25,
caterina,P17,53,outwards,21,
caterina,P17,54,inwards,9,
caterina,P17,55,outwards,6,
caterina,P17,56,inwards,3,
caterina,P17,57,outwards,26,
caterina,P17,58,inwards,28,
caterina,P17,59,outwards,11,
caterina,P17,60,inwards,27,
caterina,P17,61,outwards,3,
caterina,P17,62,inwards,24,
caterina,P17,63,outwards,9,
caterina,P17,64,inwards,21,
caterina,P17,65,outwards,15,
caterina,P17,66,inwards,11,
caterina,P17,67,outwards,12,
caterina,P17,68,inwards,26,
caterina,P17,69,outwards,29,
caterina,P17,70,inwards,30,
caterina,P17,71,outwards,1,
caterina,P17,72,inwards,6,
caterina,P17,73,outwards,11,
caterina,P17,74,inwards,27,
caterina,P17,75,outwards,24,
caterina,P17,76,inwards,21,
caterina,P17,77,outwards,7,
caterina,P17,78,inwards,4,
caterina,P17,79,outwards,13,
caterina,P17,80,inwards,26,
caterina,P17,81,outwards,28,
caterina,P17,82,inwards,9,
caterina,P17,83,outwards,10,
caterina,P17,84,inwards,15,
caterina,P17,85,outwards,NA,
caterina,P17,86,inwards,NA,
caterina,P17,87,outwards,NA,
caterina,P17,88,inwards,NA,
caterina,P17,89,outwards,NA,
caterina,P17,90,inwards,NA,
caterina,P17,91,outwards,NA,
caterina,P17,92,inwards,NA,
caterina,P17,93,outwards,NA,
caterina,P17,94,inwards,NA,
caterina,P17,95,outwards,NA,
caterina,P17,96,inwards,NA,
caterina,P17,97,outwards,NA,
caterina,P17,98,inwards,NA,
caterina,P17,99,outwards,NA,
caterina,P17,100,inwards,NA,
caterina,P18,1,outwards,3,
caterina,P18,2,inwards,11,
caterina,P18,3,outwards,15,
caterina,P18,4,inwards,18,
caterina,P18,5,outwards,1,
caterina,P18,6,inwards,7,
caterina,P18,7,outwards,27,
caterina,P18,8,inwards,25,
caterina,P18,9,outwards,26,
caterina,P18,10,inwards,30,
caterina,P18,11,outwards,29,
caterina,P18,12,inwards,16,
caterina,P18,13,outwards,12,
caterina,P18,14,inwards,11,
caterina,P18,15,outwards,10,
caterina,P18,16,inwards,7,
caterina,P18,17,outwards,4,
caterina,P18,18,inwards,3,
caterina,P18,19,outwards,6,
caterina,P18,20,inwards,9,
caterina,P18,21,outwards,24,
caterina,P18,22,inwards,26,
caterina,P18,23,outwards,28,
caterina,P18,24,inwards,30,
caterina,P18,25,outwards,15,
caterina,P18,26,inwards,NA,
caterina,P18,27,outwards,NA,
caterina,P18,28,inwards,NA,
caterina,P18,29,outwards,7,
caterina,P18,30,inwards,2,
caterina,P18,31,outwards,1,
caterina,P18,32,inwards,15,
caterina,P18,33,outwards,16,
caterina,P18,34,inwards,27,
caterina,P18,35,outwards,13,
caterina,P18,36,inwards,11,
caterina,P18,37,outwards,30,
caterina,P18,38,inwards,29,
caterina,P18,39,outwards,23,
caterina,P18,40,inwards,17,
caterina,P18,41,outwards,16,
caterina,P18,42,inwards,6,
caterina,P18,43,outwards,8,
caterina,P18,44,inwards,4,
caterina,P18,45,outwards,16,
caterina,P18,46,inwards,18,
caterina,P18,47,outwards,23,
caterina,P18,48,inwards,25,
caterina,P18,49,outwards,30,
caterina,P18,50,inwards,29,
caterina,P18,51,outwards,13,
caterina,P18,52,inwards,11,
caterina,P18,53,outwards,5,
caterina,P18,54,inwards,7,
caterina,P18,55,outwards,3,
caterina,P18,56,inwards,2,
caterina,P18,57,outwards,17,
caterina,P18,58,inwards,18,
caterina,P18,59,outwards,26,
caterina,P18,60,inwards,15,
caterina,P18,61,outwards,14,
caterina,P18,62,inwards,16,
caterina,P18,63,outwards,11,
caterina,P18,64,inwards,12,
caterina,P18,65,outwards,17,
caterina,P18,66,inwards,21,
caterina,P18,67,outwards,26,
caterina,P18,68,inwards,28,
caterina,P18,69,outwards,29,
caterina,P18,70,inwards,11,
caterina,P18,71,outwards,10,
caterina,P18,72,inwards,1,
caterina,P18,73,outwards,3,
caterina,P18,74,inwards,6,
caterina,P18,75,outwards,2,
caterina,P18,76,inwards,NA,
caterina,P18,77,outwards,6,
caterina,P18,78,inwards,2,
caterina,P18,79,outwards,3,
caterina,P18,80,inwards,1,
caterina,P18,81,outwards,7,
caterina,P18,82,inwards,12,
caterina,P18,83,outwards,15,
caterina,P18,84,inwards,2,
caterina,P18,85,outwards,13,
caterina,P18,86,inwards,17,
caterina,P18,87,outwards,18,
caterina,P18,88,inwards,26,
caterina,P18,89,outwards,28,
caterina,P18,90,inwards,30,
caterina,P18,91,outwards,1,
caterina,P18,92,inwards,3,
caterina,P18,93,outwards,7,
caterina,P18,94,inwards,NA,
caterina,P18,95,outwards,NA,
caterina,P18,96,inwards,NA,
caterina,P18,97,outwards,NA,
caterina,P18,98,inwards,NA,
caterina,P18,99,outwards,NA,
caterina,P18,100,inwards,NA,
caterina,P19,1,outwards,4,
caterina,P19,2,inwards,13,
caterina,P19,3,outwards,16,
caterina,P19,4,inwards,24,
caterina,P19,5,outwards,3,
caterina,P19,6,inwards,20,
caterina,P19,7,outwards,11,
caterina,P19,8,inwards,30,
caterina,P19,9,outwards,25,
caterina,P19,10,inwards,4,
caterina,P19,11,outwards,9,
caterina,P19,12,inwards,10,
caterina,P19,13,outwards,13,
caterina,P19,14,inwards,25,
caterina,P19,15,outwards,26,
caterina,P19,16,inwards,28,
caterina,P19,17,outwards,NA,
caterina,P19,18,inwards,3,
caterina,P19,19,outwards,2,
caterina,P19,20,inwards,19,
caterina,P19,21,outwards,18,
caterina,P19,22,inwards,20,
caterina,P19,23,outwards,30,
caterina,P19,24,inwards,25,
caterina,P19,25,outwards,20,
caterina,P19,26,inwards,18,
caterina,P19,27,outwards,10,
caterina,P19,28,inwards,9,
caterina,P19,29,outwards,3,
caterina,P19,30,inwards,5,
caterina,P19,31,outwards,15,
caterina,P19,32,inwards,16,
caterina,P19,33,outwards,27,
caterina,P19,34,inwards,21,
caterina,P19,35,outwards,23,
caterina,P19,36,inwards,20,
caterina,P19,37,outwards,15,
caterina,P19,38,inwards,5,
caterina,P19,39,outwards,6,
caterina,P19,40,inwards,1,
caterina,P19,41,outwards,13,
caterina,P19,42,inwards,19,
caterina,P19,43,outwards,18,
caterina,P19,44,inwards,15,
caterina,P19,45,outwards,22,
caterina,P19,46,inwards,25,
caterina,P19,47,outwards,5,
caterina,P19,48,inwards,6,
caterina,P19,49,outwards,30,
caterina,P19,50,inwards,27,
caterina,P19,51,outwards,16,
caterina,P19,52,inwards,2,
caterina,P19,53,outwards,9,
caterina,P19,54,inwards,28,
caterina,P19,55,outwards,18,
caterina,P19,56,inwards,3,
caterina,P19,57,outwards,30,
caterina,P19,58,inwards,13,
caterina,P19,59,outwards,12,
caterina,P19,60,inwards,10,
caterina,P19,61,outwards,8,
caterina,P19,62,inwards,20,
caterina,P19,63,outwards,19,
caterina,P19,64,inwards,15,
caterina,P19,65,outwards,16,
caterina,P19,66,inwards,8,
caterina,P19,67,outwards,2,
caterina,P19,68,inwards,1,
caterina,P19,69,outwards,9,
caterina,P19,70,inwards,20,
caterina,P19,71,outwards,30,
caterina,P19,72,inwards,26,
caterina,P19,73,outwards,27,
caterina,P19,74,inwards,20,
caterina,P19,75,outwards,19,
caterina,P19,76,inwards,18,
caterina,P19,77,outwards,10,
caterina,P19,78,inwards,5,
caterina,P19,79,outwards,1,
caterina,P19,80,inwards,15,
caterina,P19,81,outwards,17,
caterina,P19,82,inwards,23,
caterina,P19,83,outwards,30,
caterina,P19,84,inwards,25,
caterina,P19,85,outwards,NA,
caterina,P19,86,inwards,NA,
caterina,P19,87,outwards,NA,
caterina,P19,88,inwards,NA,
caterina,P19,89,outwards,NA,
caterina,P19,90,inwards,NA,
caterina,P19,91,outwards,NA,
caterina,P19,92,inwards,NA,
caterina,P19,93,outwards,NA,
caterina,P19,94,inwards,NA,
caterina,P19,95,outwards,NA,
caterina,P19,96,inwards,NA,
caterina,P19,97,outwards,NA,
caterina,P19,98,inwards,NA,
caterina,P19,99,outwards,NA,
caterina,P19,100,inwards,NA,
caterina,P20,1,outwards,30,
caterina,P20,2,inwards,1,
caterina,P20,3,outwards,28,
caterina,P20,4,inwards,4,
caterina,P20,5,outwards,8,
caterina,P20,6,inwards,16,
caterina,P20,7,outwards,13,
caterina,P20,8,inwards,24,
caterina,P20,9,outwards,26,
caterina,P20,10,inwards,16,
caterina,P20,11,outwards,6,
caterina,P20,12,inwards,111,
caterina,P20,13,outwards,13,
caterina,P20,14,inwards,2,
caterina,P20,15,outwards,8,
caterina,P20,16,inwards,18,
caterina,P20,17,outwards,22,
caterina,P20,18,inwards,17,
caterina,P20,19,outwards,17,
caterina,P20,20,inwards,19,
caterina,P20,21,outwards,10,
caterina,P20,22,inwards,3,
caterina,P20,23,outwards,6,
caterina,P20,24,inwards,15,
caterina,P20,25,outwards,19,
caterina,P20,26,inwards,7,
caterina,P20,27,outwards,4,
caterina,P20,28,inwards,14,
caterina,P20,29,outwards,25,
caterina,P20,30,inwards,26,
caterina,P20,31,outwards,3,
caterina,P20,32,inwards,7,
caterina,P20,33,outwards,10,
caterina,P20,34,inwards,15,
caterina,P20,35,outwards,25,
caterina,P20,36,inwards,21,
caterina,P20,37,outwards,22,
caterina,P20,38,inwards,30,
caterina,P20,39,outwards,16,
caterina,P20,40,inwards,15,
caterina,P20,41,outwards,27,
caterina,P20,42,inwards,3,
caterina,P20,43,outwards,13,
caterina,P20,44,inwards,27,
caterina,P20,45,outwards,25,
caterina,P20,46,inwards,17,
caterina,P20,47,outwards,13,
caterina,P20,48,inwards,10,
caterina,P20,49,outwards,20,
caterina,P20,50,inwards,30,
caterina,P20,51,outwards,29,
caterina,P20,52,inwards,4,
caterina,P20,53,outwards,6,
caterina,P20,54,inwards,18,
caterina,P20,55,outwards,26,
caterina,P20,56,inwards,25,
caterina,P20,57,outwards,23,
caterina,P20,58,inwards,4,
caterina,P20,59,outwards,6,
caterina,P20,60,inwards,7,
caterina,P20,61,outwards,17,
caterina,P20,62,inwards,27,
caterina,P20,63,outwards,26,
caterina,P20,64,inwards,3,
caterina,P20,65,outwards,2,
caterina,P20,66,inwards,10,
caterina,P20,67,outwards,30,
caterina,P20,68,inwards,20,
caterina,P20,69,outwards,29,
caterina,P20,70,inwards,23,
caterina,P20,71,outwards,13,
caterina,P20,72,inwards,12,
caterina,P20,73,outwards,14,
caterina,P20,74,inwards,29,
caterina,P20,75,outwards,27,
caterina,P20,76,inwards,23,
caterina,P20,77,outwards,1,
caterina,P20,78,inwards,28,
caterina,P20,79,outwards,18,
caterina,P20,80,inwards,8,
caterina,P20,81,outwards,NA,
caterina,P20,82,inwards,NA,
caterina,P20,83,outwards,NA,
caterina,P20,84,inwards,NA,
caterina,P20,85,outwards,NA,
caterina,P20,86,inwards,NA,
caterina,P20,87,outwards,NA,
caterina,P20,88,inwards,NA,
caterina,P20,89,outwards,NA,
caterina,P20,90,inwards,NA,
caterina,P20,91,outwards,NA,
caterina,P20,92,inwards,NA,
caterina,P20,93,outwards,NA,
caterina,P20,94,inwards,NA,
caterina,P20,95,outwards,NA,
caterina,P20,96,inwards,NA,
caterina,P20,97,outwards,NA,
caterina,P20,98,inwards,NA,
caterina,P20,99,outwards,NA,
caterina,P20,100,inwards,NA,
caterina,P21,1,outwards,25,
caterina,P21,2,inwards,7,
caterina,P21,3,outwards,14,
caterina,P21,4,inwards,19,
caterina,P21,5,outwards,21,
caterina,P21,6,inwards,27,
caterina,P21,7,outwards,3,
caterina,P21,8,inwards,5,
caterina,P21,9,outwards,22,
caterina,P21,10,inwards,30,
caterina,P21,11,outwards,16,
caterina,P21,12,inwards,8,
caterina,P21,13,outwards,11,
caterina,P21,14,inwards,25,
caterina,P21,15,outwards,28,
caterina,P21,16,inwards,2,
caterina,P21,17,outwards,10,
caterina,P21,18,inwards,17,
caterina,P21,19,outwards,18,
caterina,P21,20,inwards,28,
caterina,P21,21,outwards,3,
caterina,P21,22,inwards,8,
caterina,P21,23,outwards,12,
caterina,P21,24,inwards,17,
caterina,P21,25,outwards,30,
caterina,P21,26,inwards,4,
caterina,P21,27,outwards,14,
caterina,P21,28,inwards,2,
caterina,P21,29,outwards,11,
caterina,P21,30,inwards,19,
caterina,P21,31,outwards,21,
caterina,P21,32,inwards,27,
caterina,P21,33,outwards,8,
caterina,P21,34,inwards,12,
caterina,P21,35,outwards,3,
caterina,P21,36,inwards,4,
caterina,P21,37,outwards,9,
caterina,P21,38,inwards,17,
caterina,P21,39,outwards,23,
caterina,P21,40,inwards,27,
caterina,P21,41,outwards,29,
caterina,P21,42,inwards,15,
caterina,P21,43,outwards,23,
caterina,P21,44,inwards,6,
caterina,P21,45,outwards,0,
caterina,P21,46,inwards,1,
caterina,P21,47,outwards,13,
caterina,P21,48,inwards,19,
caterina,P21,49,outwards,26,
caterina,P21,50,inwards,24,
caterina,P21,51,outwards,13,
caterina,P21,52,inwards,14,
caterina,P21,53,outwards,1,
caterina,P21,54,inwards,4,
caterina,P21,55,outwards,8,
caterina,P21,56,inwards,18,
caterina,P21,57,outwards,22,
caterina,P21,58,inwards,3,
caterina,P21,59,outwards,5,
caterina,P21,60,inwards,30,
caterina,P21,61,outwards,12,
caterina,P21,62,inwards,19,
caterina,P21,63,outwards,21,
caterina,P21,64,inwards,8,
caterina,P21,65,outwards,17,
caterina,P21,66,inwards,14,
caterina,P21,67,outwards,29,
caterina,P21,68,inwards,6,
caterina,P21,69,outwards,28,
caterina,P21,70,inwards,12,
caterina,P21,71,outwards,13,
caterina,P21,72,inwards,1,
caterina,P21,73,outwards,9,
caterina,P21,74,inwards,25,
caterina,P21,75,outwards,20,
caterina,P21,76,inwards,12,
caterina,P21,77,outwards,17,
caterina,P21,78,inwards,10,
caterina,P21,79,outwards,14,
caterina,P21,80,inwards,16,
caterina,P21,81,outwards,NA,
caterina,P21,82,inwards,NA,
caterina,P21,83,outwards,NA,
caterina,P21,84,inwards,NA,
caterina,P21,85,outwards,NA,
caterina,P21,86,inwards,NA,
caterina,P21,87,outwards,NA,
caterina,P21,88,inwards,NA,
caterina,P21,89,outwards,NA,
caterina,P21,90,inwards,NA,
caterina,P21,91,outwards,NA,
caterina,P21,92,inwards,NA,
caterina,P21,93,outwards,NA,
caterina,P21,94,inwards,NA,
caterina,P21,95,outwards,NA,
caterina,P21,96,inwards,NA,
caterina,P21,97,outwards,NA,
caterina,P21,98,inwards,NA,
caterina,P21,99,outwards,NA,
caterina,P21,100,inwards,NA,
caterina,P22,1,outwards,30,
caterina,P22,2,inwards,9,
caterina,P22,3,outwards,2,
caterina,P22,4,inwards,5,
caterina,P22,5,outwards,17,
caterina,P22,6,inwards,19,
caterina,P22,7,outwards,21,
caterina,P22,8,inwards,24,
caterina,P22,9,outwards,17,
caterina,P22,10,inwards,19,
caterina,P22,11,outwards,18,
caterina,P22,12,inwards,10,
caterina,P22,13,outwards,23,
caterina,P22,14,inwards,27,
caterina,P22,15,outwards,1,
caterina,P22,16,inwards,9,
caterina,P22,17,outwards,7,
caterina,P22,18,inwards,13,
caterina,P22,19,outwards,17,
caterina,P22,20,inwards,14,
caterina,P22,21,outwards,19,
caterina,P22,22,inwards,8,
caterina,P22,23,outwards,7,
caterina,P22,24,inwards,15,
caterina,P22,25,outwards,18,
caterina,P22,26,inwards,24,
caterina,P22,27,outwards,27,
caterina,P22,28,inwards,8,
caterina,P22,29,outwards,2,
caterina,P22,30,inwards,8,
caterina,P22,31,outwards,30,
caterina,P22,32,inwards,7,
caterina,P22,33,outwards,15,
caterina,P22,34,inwards,28,
caterina,P22,35,outwards,21,
caterina,P22,36,inwards,8,
caterina,P22,37,outwards,15,
caterina,P22,38,inwards,13,
caterina,P22,39,outwards,25,
caterina,P22,40,inwards,28,
caterina,P22,41,outwards,1,
caterina,P22,42,inwards,6,
caterina,P22,43,outwards,17,
caterina,P22,44,inwards,20,
caterina,P22,45,outwards,22,
caterina,P22,46,inwards,26,
caterina,P22,47,outwards,18,
caterina,P22,48,inwards,15,
caterina,P22,49,outwards,25,
caterina,P22,50,inwards,19,
caterina,P22,51,outwards,24,
caterina,P22,52,inwards,18,
caterina,P22,53,outwards,5,
caterina,P22,54,inwards,25,
caterina,P22,55,outwards,19,
caterina,P22,56,inwards,7,
caterina,P22,57,outwards,25,
caterina,P22,58,inwards,24,
caterina,P22,59,outwards,8,
caterina,P22,60,inwards,11,
caterina,P22,61,outwards,19,
caterina,P22,62,inwards,30,
caterina,P22,63,outwards,2,
caterina,P22,64,inwards,15,
caterina,P22,65,outwards,20,
caterina,P22,66,inwards,10,
caterina,P22,67,outwards,12,
caterina,P22,68,inwards,5,
caterina,P22,69,outwards,7,
caterina,P22,70,inwards,24,
caterina,P22,71,outwards,19,
caterina,P22,72,inwards,27,
caterina,P22,73,outwards,13,
caterina,P22,74,inwards,25,
caterina,P22,75,outwards,28,
caterina,P22,76,inwards,27,
caterina,P22,77,outwards,16,
caterina,P22,78,inwards,14,
caterina,P22,79,outwards,18,
caterina,P22,80,inwards,24,
caterina,P22,81,outwards,NA,
caterina,P22,82,inwards,NA,
caterina,P22,83,outwards,NA,
caterina,P22,84,inwards,NA,
caterina,P22,85,outwards,NA,
caterina,P22,86,inwards,NA,
caterina,P22,87,outwards,NA,
caterina,P22,88,inwards,NA,
caterina,P22,89,outwards,NA,
caterina,P22,90,inwards,NA,
caterina,P22,91,outwards,NA,
caterina,P22,92,inwards,NA,
caterina,P22,93,outwards,NA,
caterina,P22,94,inwards,NA,
caterina,P22,95,outwards,NA,
caterina,P22,96,inwards,NA,
caterina,P22,97,outwards,NA,
caterina,P22,98,inwards,NA,
caterina,P22,99,outwards,NA,
caterina,P22,100,inwards,NA,
caterina,P23,1,outwards,11,
caterina,P23,2,inwards,12,
caterina,P23,3,outwards,20,
caterina,P23,4,inwards,22,
caterina,P23,5,outwards,1,
caterina,P23,6,inwards,30,
caterina,P23,7,outwards,16,
caterina,P23,8,inwards,12,
caterina,P23,9,outwards,27,
caterina,P23,10,inwards,28,
caterina,P23,11,outwards,29,
caterina,P23,12,inwards,2,
caterina,P23,13,outwards,4,
caterina,P23,14,inwards,16,
caterina,P23,15,outwards,17,
caterina,P23,16,inwards,NA,
caterina,P23,17,outwards,8,
caterina,P23,18,inwards,9,
caterina,P23,19,outwards,13,
caterina,P23,20,inwards,23,
caterina,P23,21,outwards,24,
caterina,P23,22,inwards,4,
caterina,P23,23,outwards,2,
caterina,P23,24,inwards,12,
caterina,P23,25,outwards,25,
caterina,P23,26,inwards,26,
caterina,P23,27,outwards,1,
caterina,P23,28,inwards,11,
caterina,P23,29,outwards,21,
caterina,P23,30,inwards,24,
caterina,P23,31,outwards,6,
caterina,P23,32,inwards,26,
caterina,P23,33,outwards,15,
caterina,P23,34,inwards,25,
caterina,P23,35,outwards,28,
caterina,P23,36,inwards,29,
caterina,P23,37,outwards,30,
caterina,P23,38,inwards,2,
caterina,P23,39,outwards,3,
caterina,P23,40,inwards,13,
caterina,P23,41,outwards,24,
caterina,P23,42,inwards,27,
caterina,P23,43,outwards,6,
caterina,P23,44,inwards,16,
caterina,P23,45,outwards,9,
caterina,P23,46,inwards,19,
caterina,P23,47,outwards,28,
caterina,P23,48,inwards,18,
caterina,P23,49,outwards,16,
caterina,P23,50,inwards,6,
caterina,P23,51,outwards,7,
caterina,P23,52,inwards,1,
caterina,P23,53,outwards,30,
caterina,P23,54,inwards,4,
caterina,P23,55,outwards,5,
caterina,P23,56,inwards,24,
caterina,P23,57,outwards,26,
caterina,P23,58,inwards,16,
caterina,P23,59,outwards,17,
caterina,P23,60,inwards,NA,
caterina,P23,61,outwards,NA,
caterina,P23,62,inwards,NA,
caterina,P23,63,outwards,2,
caterina,P23,64,inwards,27,
caterina,P23,65,outwards,16,
caterina,P23,66,inwards,30,
caterina,P23,67,outwards,1,
caterina,P23,68,inwards,10,
caterina,P23,69,outwards,28,
caterina,P23,70,inwards,4,
caterina,P23,71,outwards,25,
caterina,P23,72,inwards,14,
caterina,P23,73,outwards,1,
caterina,P23,74,inwards,20,
caterina,P23,75,outwards,30,
caterina,P23,76,inwards,16,
caterina,P23,77,outwards,14,
caterina,P23,78,inwards,2,
caterina,P23,79,outwards,10,
caterina,P23,80,inwards,20,
caterina,P23,81,outwards,22,
caterina,P23,82,inwards,6,
caterina,P23,83,outwards,30,
caterina,P23,84,inwards,4,
caterina,P23,85,outwards,14,
caterina,P23,86,inwards,NA,
caterina,P23,87,outwards,3,
caterina,P23,88,inwards,20,
caterina,P23,89,outwards,30,
caterina,P23,90,inwards,18,
caterina,P23,91,outwards,9,
caterina,P23,92,inwards,25,
caterina,P23,93,outwards,NA,
caterina,P23,94,inwards,NA,
caterina,P23,95,outwards,NA,
caterina,P23,96,inwards,NA,
caterina,P23,97,outwards,NA,
caterina,P23,98,inwards,NA,
caterina,P23,99,outwards,NA,
caterina,P23,100,inwards,NA,
caterina,P24,1,outwards,8,
caterina,P24,2,inwards,27,
caterina,P24,3,outwards,14,
caterina,P24,4,inwards,18,
caterina,P24,5,outwards,9,
caterina,P24,6,inwards,2,
caterina,P24,7,outwards,29,
caterina,P24,8,inwards,15,
caterina,P24,9,outwards,19,
caterina,P24,10,inwards,14,
caterina,P24,11,outwards,11,
caterina,P24,12,inwards,29,
caterina,P24,13,outwards,25,
caterina,P24,14,inwards,22,
caterina,P24,15,outwards,21,
caterina,P24,16,inwards,12,
caterina,P24,17,outwards,3,
caterina,P24,18,inwards,1,
caterina,P24,19,outwards,22,
caterina,P24,20,inwards,12,
caterina,P24,21,outwards,29,
caterina,P24,22,inwards,30,
caterina,P24,23,outwards,19,
caterina,P24,24,inwards,12,
caterina,P24,25,outwards,17,
caterina,P24,26,inwards,16,
caterina,P24,27,outwards,9,
caterina,P24,28,inwards,8,
caterina,P24,29,outwards,4,
caterina,P24,30,inwards,2,
caterina,P24,31,outwards,3,
caterina,P24,32,inwards,1,
caterina,P24,33,outwards,22,
caterina,P24,34,inwards,25,
caterina,P24,35,outwards,28,
caterina,P24,36,inwards,12,
caterina,P24,37,outwards,16,
caterina,P24,38,inwards,18,
caterina,P24,39,outwards,27,
caterina,P24,40,inwards,22,
caterina,P24,41,outwards,5,
caterina,P24,42,inwards,3,
caterina,P24,43,outwards,6,
caterina,P24,44,inwards,11,
caterina,P24,45,outwards,28,
caterina,P24,46,inwards,25,
caterina,P24,47,outwards,20,
caterina,P24,48,inwards,11,
caterina,P24,49,outwards,18,
caterina,P24,50,inwards,9,
caterina,P24,51,outwards,6,
caterina,P24,52,inwards,7,
caterina,P24,53,outwards,3,
caterina,P24,54,inwards,2,
caterina,P24,55,outwards,9,
caterina,P24,56,inwards,5,
caterina,P24,57,outwards,16,
caterina,P24,58,inwards,18,
caterina,P24,59,outwards,22,
caterina,P24,60,inwards,27,
caterina,P24,61,outwards,25,
caterina,P24,62,inwards,20,
caterina,P24,63,outwards,18,
caterina,P24,64,inwards,16,
caterina,P24,65,outwards,14,
caterina,P24,66,inwards,13,
caterina,P24,67,outwards,9,
caterina,P24,68,inwards,6,
caterina,P24,69,outwards,2,
caterina,P24,70,inwards,8,
caterina,P24,71,outwards,18,
caterina,P24,72,inwards,17,
caterina,P24,73,outwards,12,
caterina,P24,74,inwards,25,
caterina,P24,75,outwards,28,
caterina,P24,76,inwards,23,
caterina,P24,77,outwards,20,
caterina,P24,78,inwards,30,
caterina,P24,79,outwards,12,
caterina,P24,80,inwards,2,
caterina,P24,81,outwards,NA,
caterina,P24,82,inwards,NA,
caterina,P24,83,outwards,NA,
caterina,P24,84,inwards,NA,
caterina,P24,85,outwards,NA,
caterina,P24,86,inwards,NA,
caterina,P24,87,outwards,NA,
caterina,P24,88,inwards,NA,
caterina,P24,89,outwards,NA,
caterina,P24,90,inwards,NA,
caterina,P24,91,outwards,NA,
caterina,P24,92,inwards,NA,
caterina,P24,93,outwards,NA,
caterina,P24,94,inwards,NA,
caterina,P24,95,outwards,NA,
caterina,P24,96,inwards,NA,
caterina,P24,97,outwards,NA,
caterina,P24,98,inwards,NA,
