data_entry,id,trial,movement,number,comment
caterina,P24,99,outwards,NA,
caterina,P24,100,inwards,NA,
caterina,P25,1,outwards,5,
caterina,P25,2,inwards,10,
caterina,P25,3,outwards,12,
caterina,P25,4,inwards,22,
caterina,P25,5,outwards,28,
caterina,P25,6,inwards,3,
caterina,P25,7,outwards,30,
caterina,P25,8,inwards,6,
caterina,P25,9,outwards,1,
caterina,P25,10,inwards,22,
caterina,P25,11,outwards,24,
caterina,P25,12,inwards,17,
caterina,P25,13,outwards,14,
caterina,P25,14,inwards,4,
caterina,P25,15,outwards,30,
caterina,P25,16,inwards,29,
caterina,P25,17,outwards,6,
caterina,P25,18,inwards,8,
caterina,P25,19,outwards,12,
caterina,P25,20,inwards,15,
caterina,P25,21,outwards,20,
caterina,P25,22,inwards,22,
caterina,P25,23,outwards,30,
caterina,P25,24,inwards,4,
caterina,P25,25,outwards,7,
caterina,P25,26,inwards,11,
caterina,P25,27,outwards,14,
caterina,P25,28,inwards,17,
caterina,P25,29,outwards,24,
caterina,P25,30,inwards,27,
caterina,P25,31,outwards,21,
caterina,P25,32,inwards,4,
caterina,P25,33,outwards,8,
caterina,P25,34,inwards,10,
caterina,P25,35,outwards,1,
caterina,P25,36,inwards,30,
caterina,P25,37,outwards,26,
caterina,P25,38,inwards,24,
caterina,P25,39,outwards,20,
caterina,P25,40,inwards,2,
caterina,P25,41,outwards,5,
caterina,P25,42,inwards,8,
caterina,P25,43,outwards,5,
caterina,P25,44,inwards,8,
caterina,P25,45,outwards,10,
caterina,P25,46,inwards,14,
caterina,P25,47,outwards,6,
caterina,P25,48,inwards,20,
caterina,P25,49,outwards,24,
caterina,P25,50,inwards,30,
caterina,P25,51,outwards,7,
caterina,P25,52,inwards,1,
caterina,P25,53,outwards,18,
caterina,P25,54,inwards,14,
caterina,P25,55,outwards,21,
caterina,P25,56,inwards,26,
caterina,P25,57,outwards,1,
caterina,P25,58,inwards,30,
caterina,P25,59,outwards,25,
caterina,P25,60,inwards,27,
caterina,P25,61,outwards,14,
caterina,P25,62,inwards,13,
caterina,P25,63,outwards,11,
caterina,P25,64,inwards,7,
caterina,P25,65,outwards,28,
caterina,P25,66,inwards,24,
caterina,P25,67,outwards,30,
caterina,P25,68,inwards,4,
caterina,P25,69,outwards,7,
caterina,P25,70,inwards,1,
caterina,P25,71,outwards,5,
caterina,P25,72,inwards,25,
caterina,P25,73,outwards,26,
caterina,P25,74,inwards,18,
caterina,P25,75,outwards,10,
caterina,P25,76,inwards,7,
caterina,P25,77,outwards,24,
caterina,P25,78,inwards,3,
caterina,P25,79,outwards,30,
caterina,P25,80,inwards,15,
caterina,P25,81,outwards,NA,
caterina,P25,82,inwards,NA,
caterina,P25,83,outwards,NA,
caterina,P25,84,inwards,NA,
caterina,P25,85,outwards,NA,
caterina,P25,86,inwards,NA,
caterina,P25,87,outwards,NA,
caterina,P25,88,inwards,NA,
caterina,P25,89,outwards,NA,
caterina,P25,90,inwards,NA,
caterina,P25,91,outwards,NA,
caterina,P25,92,inwards,NA,
caterina,P25,93,outwards,NA,
caterina,P25,94,inwards,NA,
caterina,P25,95,outwards,NA,
caterina,P25,96,inwards,NA,
caterina,P25,97,outwards,NA,
caterina,P25,98,inwards,NA,
caterina,P25,99,outwards,NA,
caterina,P25,100,inwards,NA,
caterina,P26,1,outwards,18,
caterina,P26,2,inwards,22,
caterina,P26,3,outwards,8,
caterina,P26,4,inwards,1,
caterina,P26,5,outwards,15,
caterina,P26,6,inwards,19,
caterina,P26,7,outwards,7,
caterina,P26,8,inwards,3,
caterina,P26,9,outwards,30,
caterina,P26,10,inwards,24,
caterina,P26,11,outwards,17,
caterina,P26,12,inwards,21,
caterina,P26,13,outwards,7,
caterina,P26,14,inwards,4,
caterina,P26,15,outwards,29,
caterina,P26,16,inwards,NA,
caterina,P26,17,outwards,NA,
caterina,P26,18,inwards,16,
caterina,P26,19,outwards,20,
caterina,P26,20,inwards,10,
caterina,P26,21,outwards,13,
caterina,P26,22,inwards,9,
caterina,P26,23,outwards,3,
caterina,P26,24,inwards,14,
caterina,P26,25,outwards,17,
caterina,P26,26,inwards,NA,
caterina,P26,27,outwards,NA,
caterina,P26,28,inwards,22,
caterina,P26,29,outwards,18,
caterina,P26,30,inwards,6,
caterina,P26,31,outwards,4,
caterina,P26,32,inwards,28,
caterina,P26,33,outwards,25,
caterina,P26,34,inwards,12,
caterina,P26,35,outwards,10,
caterina,P26,36,inwards,17,
caterina,P26,37,outwards,2,
caterina,P26,38,inwards,9,
caterina,P26,39,outwards,30,
caterina,P26,40,inwards,4,
caterina,P26,41,outwards,7,
caterina,P26,42,inwards,16,
caterina,P26,43,outwards,20,
caterina,P26,44,inwards,19,
caterina,P26,45,outwards,8,
caterina,P26,46,inwards,NA,
caterina,P26,47,outwards,NA,
caterina,P26,48,inwards,7,
caterina,P26,49,outwards,15,
caterina,P26,50,inwards,21,
caterina,P26,51,outwards,24,
caterina,P26,52,inwards,2,
caterina,P26,53,outwards,7,
caterina,P26,54,inwards,29,
caterina,P26,55,outwards,NA,
caterina,P26,56,inwards,NA,
caterina,P26,57,outwards,8,
caterina,P26,58,inwards,15,
caterina,P26,59,outwards,23,
caterina,P26,60,inwards,NA,
caterina,P26,61,outwards,NA,
caterina,P26,62,inwards,1,
caterina,P26,63,outwards,NA,
caterina,P26,64,inwards,NA,
caterina,P26,65,outwards,11,
caterina,P26,66,inwards,8,
caterina,P26,67,outwards,26,
caterina,P26,68,inwards,15,
caterina,P26,69,outwards,30,
caterina,P26,70,inwards,8,
caterina,P26,71,outwards,21,
caterina,P26,72,inwards,17,
caterina,P26,73,outwards,4,
caterina,P26,74,inwards,20,
caterina,P26,75,outwards,16,
caterina,P26,76,inwards,9,
caterina,P26,77,outwards,30,
caterina,P26,78,inwards,9,
caterina,P26,79,outwards,7,
caterina,P26,80,inwards,2,
caterina,P26,81,outwards,14,
caterina,P26,82,inwards,26,
caterina,P26,83,outwards,29,
caterina,P26,84,inwards,1,
caterina,P26,85,outwards,12,
caterina,P26,86,inwards,16,
caterina,P26,87,outwards,24,
caterina,P26,88,inwards,3,
caterina,P26,89,outwards,9,
caterina,P26,90,inwards,1,
caterina,P26,91,outwards,12,
caterina,P26,92,inwards,19,
caterina,P26,93,outwards,7,
caterina,P26,94,inwards,23,
caterina,P26,95,outwards,8,
caterina,P26,96,inwards,NA,
caterina,P26,97,outwards,NA,
caterina,P26,98,inwards,NA,
caterina,P26,99,outwards,NA,
caterina,P26,100,inwards,NA,
caterina,P27,1,outwards,2,
caterina,P27,2,inwards,7,
caterina,P27,3,outwards,29,
caterina,P27,4,inwards,5,
caterina,P27,5,outwards,13,
caterina,P27,6,inwards,17,
caterina,P27,7,outwards,23,
caterina,P27,8,inwards,8,
caterina,P27,9,outwards,11,
caterina,P27,10,inwards,21,
caterina,P27,11,outwards,20,
caterina,P27,12,inwards,8,
caterina,P27,13,outwards,12,
caterina,P27,14,inwards,19,
caterina,P27,15,outwards,29,
caterina,P27,16,inwards,20,
caterina,P27,17,outwards,1,
caterina,P27,18,inwards,8,
caterina,P27,19,outwards,24,
caterina,P27,20,inwards,14,
caterina,P27,21,outwards,29,
caterina,P27,22,inwards,7,
caterina,P27,23,outwards,16,
caterina,P27,24,inwards,19,
caterina,P27,25,outwards,20,
caterina,P27,26,inwards,3,
caterina,P27,27,outwards,9,
caterina,P27,28,inwards,16,
caterina,P27,29,outwards,8,
caterina,P27,30,inwards,24,
caterina,P27,31,outwards,30,
caterina,P27,32,inwards,6,
caterina,P27,33,outwards,14,
caterina,P27,34,inwards,10,
caterina,P27,35,outwards,2,
caterina,P27,36,inwards,28,
caterina,P27,37,outwards,25,
caterina,P27,38,inwards,15,
caterina,P27,39,outwards,10,
caterina,P27,40,inwards,18,
caterina,P27,41,outwards,28,
caterina,P27,42,inwards,13,
caterina,P27,43,outwards,6,
caterina,P27,44,inwards,14,
caterina,P27,45,outwards,29,
caterina,P27,46,inwards,1,
caterina,P27,47,outwards,4,
caterina,P27,48,inwards,17,
caterina,P27,49,outwards,11,
caterina,P27,50,inwards,9,
caterina,P27,51,outwards,30,
caterina,P27,52,inwards,15,
caterina,P27,53,outwards,20,
caterina,P27,54,inwards,23,
caterina,P27,55,outwards,4,
caterina,P27,56,inwards,10,
caterina,P27,57,outwards,28,
caterina,P27,58,inwards,5,
caterina,P27,59,outwards,4,
caterina,P27,60,inwards,11,
caterina,P27,61,outwards,21,
caterina,P27,62,inwards,24,
caterina,P27,63,outwards,30,
caterina,P27,64,inwards,1,
caterina,P27,65,outwards,5,
caterina,P27,66,inwards,7,
caterina,P27,67,outwards,12,
caterina,P27,68,inwards,7,
caterina,P27,69,outwards,29,
caterina,P27,70,inwards,22,
caterina,P27,71,outwards,17,
caterina,P27,72,inwards,27,
caterina,P27,73,outwards,5,
caterina,P27,74,inwards,4,
caterina,P27,75,outwards,30,
caterina,P27,76,inwards,27,
caterina,P27,77,outwards,22,
caterina,P27,78,inwards,11,
caterina,P27,79,outwards,10,
caterina,P27,80,inwards,7,
caterina,P27,81,outwards,NA,
caterina,P27,82,inwards,NA,
caterina,P27,83,outwards,NA,
caterina,P27,84,inwards,NA,
caterina,P27,85,outwards,NA,
caterina,P27,86,inwards,NA,
caterina,P27,87,outwards,NA,
caterina,P27,88,inwards,NA,
caterina,P27,89,outwards,NA,
caterina,P27,90,inwards,NA,
caterina,P27,91,outwards,NA,
caterina,P27,92,inwards,NA,
caterina,P27,93,outwards,NA,
caterina,P27,94,inwards,NA,
caterina,P27,95,outwards,NA,
caterina,P27,96,inwards,NA,
caterina,P27,97,outwards,NA,
caterina,P27,98,inwards,NA,
caterina,P27,99,outwards,NA,
caterina,P27,100,inwards,NA,
caterina,P28,1,outwards,15,
caterina,P28,2,inwards,4,
caterina,P28,3,outwards,27,
caterina,P28,4,inwards,22,
caterina,P28,5,outwards,14,
caterina,P28,6,inwards,3,
caterina,P28,7,outwards,24,
caterina,P28,8,inwards,30,
caterina,P28,9,outwards,6,
caterina,P28,10,inwards,7,
caterina,P28,11,outwards,9,
caterina,P28,12,inwards,12,
caterina,P28,13,outwards,15,
caterina,P28,14,inwards,30,
caterina,P28,15,outwards,8,
caterina,P28,16,inwards,14,
caterina,P28,17,outwards,27,
caterina,P28,18,inwards,18,
caterina,P28,19,outwards,20,
caterina,P28,20,inwards,3,
caterina,P28,21,outwards,8,
caterina,P28,22,inwards,15,
caterina,P28,23,outwards,27,
caterina,P28,24,inwards,14,
caterina,P28,25,outwards,9,
caterina,P28,26,inwards,22,
caterina,P28,27,outwards,30,
caterina,P28,28,inwards,7,
caterina,P28,29,outwards,3,
caterina,P28,30,inwards,4,
caterina,P28,31,outwards,18,
caterina,P28,32,inwards,16,
caterina,P28,33,outwards,7,
caterina,P28,34,inwards,1,
caterina,P28,35,outwards,8,
caterina,P28,36,inwards,12,
caterina,P28,37,outwards,14,
caterina,P28,38,inwards,22,
caterina,P28,39,outwards,30,
caterina,P28,40,inwards,1,
caterina,P28,41,outwards,23,
caterina,P28,42,inwards,18,
caterina,P28,43,outwards,22,
caterina,P28,44,inwards,7,
caterina,P28,45,outwards,8,
caterina,P28,46,inwards,27,
caterina,P28,47,outwards,16,
caterina,P28,48,inwards,17,
caterina,P28,49,outwards,26,
caterina,P28,50,inwards,24,
caterina,P28,51,outwards,3,
caterina,P28,52,inwards,8,
caterina,P28,53,outwards,17,
caterina,P28,54,inwards,1,
caterina,P28,55,outwards,15,
caterina,P28,56,inwards,30,
caterina,P28,57,outwards,29,
caterina,P28,58,inwards,8,
caterina,P28,59,outwards,15,
caterina,P28,60,inwards,7,
caterina,P28,61,outwards,22,
caterina,P28,62,inwards,13,
caterina,P28,63,outwards,9,
caterina,P28,64,inwards,4,
caterina,P28,65,outwards,22,
caterina,P28,66,inwards,30,
caterina,P28,67,outwards,8,
caterina,P28,68,inwards,4,
caterina,P28,69,outwards,14,
caterina,P28,70,inwards,18,
caterina,P28,71,outwards,26,
caterina,P28,72,inwards,24,
caterina,P28,73,outwards,30,
caterina,P28,74,inwards,2,
caterina,P28,75,outwards,8,
caterina,P28,76,inwards,11,
caterina,P28,77,outwards,15,
caterina,P28,78,inwards,16,
caterina,P28,79,outwards,4,
caterina,P28,80,inwards,30,
caterina,P28,81,outwards,NA,
caterina,P28,82,inwards,NA,
caterina,P28,83,outwards,NA,
caterina,P28,84,inwards,NA,
caterina,P28,85,outwards,NA,
caterina,P28,86,inwards,NA,
caterina,P28,87,outwards,NA,
caterina,P28,88,inwards,NA,
caterina,P28,89,outwards,NA,
caterina,P28,90,inwards,NA,
caterina,P28,91,outwards,NA,
caterina,P28,92,inwards,NA,
caterina,P28,93,outwards,NA,
caterina,P28,94,inwards,NA,
caterina,P28,95,outwards,NA,
caterina,P28,96,inwards,NA,
caterina,P28,97,outwards,NA,
caterina,P28,98,inwards,NA,
caterina,P28,99,outwards,NA,
caterina,P28,100,inwards,NA,
caterina,P29,1,outwards,2,
caterina,P29,2,inwards,16,
caterina,P29,3,outwards,30,
caterina,P29,4,inwards,211,
caterina,P29,5,outwards,15,
caterina,P29,6,inwards,6,
caterina,P29,7,outwards,7,
caterina,P29,8,inwards,12,
caterina,P29,9,outwards,27,
caterina,P29,10,inwards,11,
caterina,P29,11,outwards,12,
caterina,P29,12,inwards,3,
caterina,P29,13,outwards,29,
caterina,P29,14,inwards,26,
caterina,P29,15,outwards,23,
caterina,P29,16,inwards,13,
caterina,P29,17,outwards,4,
caterina,P29,18,inwards,6,
caterina,P29,19,outwards,12,
caterina,P29,20,inwards,29,
caterina,P29,21,outwards,16,
caterina,P29,22,inwards,15,
caterina,P29,23,outwards,1,
caterina,P29,24,inwards,3,
caterina,P29,25,outwards,13,
caterina,P29,26,inwards,27,
caterina,P29,27,outwards,30,
caterina,P29,28,inwards,NA,
caterina,P29,29,outwards,6,
caterina,P29,30,inwards,8,
caterina,P29,31,outwards,10,
caterina,P29,32,inwards,15,
caterina,P29,33,outwards,3,
caterina,P29,34,inwards,9,
caterina,P29,35,outwards,11,
caterina,P29,36,inwards,29,
caterina,P29,37,outwards,22,
caterina,P29,38,inwards,16,
caterina,P29,39,outwards,2,
caterina,P29,40,inwards,15,
caterina,P29,41,outwards,30,
caterina,P29,42,inwards,1,
caterina,P29,43,outwards,3,
caterina,P29,44,inwards,7,
caterina,P29,45,outwards,17,
caterina,P29,46,inwards,22,
caterina,P29,47,outwards,25,
caterina,P29,48,inwards,17,
caterina,P29,49,outwards,11,
caterina,P29,50,inwards,11,
caterina,P29,51,outwards,1,
caterina,P29,52,inwards,12,
caterina,P29,53,outwards,16,
caterina,P29,54,inwards,22,
caterina,P29,55,outwards,30,
caterina,P29,56,inwards,21,
caterina,P29,57,outwards,12,
caterina,P29,58,inwards,17,
caterina,P29,59,outwards,30,
caterina,P29,60,inwards,5,
caterina,P29,61,outwards,9,
caterina,P29,62,inwards,15,
caterina,P29,63,outwards,26,
caterina,P29,64,inwards,30,
caterina,P29,65,outwards,2,
caterina,P29,66,inwards,12,
caterina,P29,67,outwards,15,
caterina,P29,68,inwards,16,
caterina,P29,69,outwards,1,
caterina,P29,70,inwards,3,
caterina,P29,71,outwards,12,
caterina,P29,72,inwards,26,
caterina,P29,73,outwards,29,
caterina,P29,74,inwards,25,
caterina,P29,75,outwards,17,
caterina,P29,76,inwards,2,
caterina,P29,77,outwards,9,
caterina,P29,78,inwards,16,
caterina,P29,79,outwards,8,
caterina,P29,80,inwards,10,
caterina,P29,81,outwards,20,
caterina,P29,82,inwards,19,
caterina,P29,83,outwards,11,
caterina,P29,84,inwards,13,
caterina,P29,85,outwards,NA,
caterina,P29,86,inwards,NA,
caterina,P29,87,outwards,NA,
caterina,P29,88,inwards,NA,
caterina,P29,89,outwards,NA,
caterina,P29,90,inwards,NA,
caterina,P29,91,outwards,NA,
caterina,P29,92,inwards,NA,
caterina,P29,93,outwards,NA,
caterina,P29,94,inwards,NA,
caterina,P29,95,outwards,NA,
caterina,P29,96,inwards,NA,
caterina,P29,97,outwards,NA,
caterina,P29,98,inwards,NA,
caterina,P29,99,outwards,NA,
caterina,P29,100,inwards,NA,
caterina,P30,1,outwards,26,
caterina,P30,2,inwards,3,
caterina,P30,3,outwards,5,
caterina,P30,4,inwards,5,
caterina,P30,5,outwards,7,
caterina,P30,6,inwards,12,
caterina,P30,7,outwards,1,
caterina,P30,8,inwards,30,
caterina,P30,9,outwards,21,
caterina,P30,10,inwards,22,
caterina,P30,11,outwards,15,
caterina,P30,12,inwards,10,
caterina,P30,13,outwards,20,
caterina,P30,14,inwards,2,
caterina,P30,15,outwards,13,
caterina,P30,16,inwards,25,
caterina,P30,17,outwards,26,
caterina,P30,18,inwards,20,
caterina,P30,19,outwards,10,
caterina,P30,20,inwards,13,
caterina,P30,21,outwards,17,
caterina,P30,22,inwards,18,
caterina,P30,23,outwards,23,
caterina,P30,24,inwards,26,
caterina,P30,25,outwards,28,
caterina,P30,26,inwards,1,
caterina,P30,27,outwards,5,
caterina,P30,28,inwards,21,
caterina,P30,29,outwards,13,
caterina,P30,30,inwards,14,
caterina,P30,31,outwards,18,
caterina,P30,32,inwards,11,
caterina,P30,33,outwards,7,
caterina,P30,34,inwards,6,
caterina,P30,35,outwards,4,
caterina,P30,36,inwards,30,
caterina,P30,37,outwards,1,
caterina,P30,38,inwards,12,
caterina,P30,39,outwards,10,
caterina,P30,40,inwards,20,
caterina,P30,41,outwards,25,
caterina,P30,42,inwards,28,
caterina,P30,43,outwards,17,
caterina,P30,44,inwards,5,
caterina,P30,45,outwards,8,
caterina,P30,46,inwards,11,
caterina,P30,47,outwards,19,
caterina,P30,48,inwards,23,
caterina,P30,49,outwards,25,
caterina,P30,50,inwards,29,
caterina,P30,51,outwards,1,
caterina,P30,52,inwards,30,
caterina,P30,53,outwards,2,
caterina,P30,54,inwards,18,
caterina,P30,55,outwards,6,
caterina,P30,56,inwards,5,
caterina,P30,57,outwards,30,
caterina,P30,58,inwards,20,
caterina,P30,59,outwards,21,
caterina,P30,60,inwards,16,
caterina,P30,61,outwards,13,
caterina,P30,62,inwards,10,
caterina,P30,63,outwards,5,
caterina,P30,64,inwards,4,
caterina,P30,65,outwards,3,
caterina,P30,66,inwards,7,
caterina,P30,67,outwards,12,
caterina,P30,68,inwards,18,
caterina,P30,69,outwards,20,
caterina,P30,70,inwards,21,
caterina,P30,71,outwards,23,
caterina,P30,72,inwards,25,
caterina,P30,73,outwards,26,
caterina,P30,74,inwards,28,
caterina,P30,75,outwards,12,
caterina,P30,76,inwards,15,
caterina,P30,77,outwards,NA,
caterina,P30,78,inwards,16,
caterina,P30,79,outwards,NA,
caterina,P30,80,inwards,1,
caterina,P30,81,outwards,12,
caterina,P30,82,inwards,25,
caterina,P30,83,outwards,30,
caterina,P30,84,inwards,1,
caterina,P30,85,outwards,6,
caterina,P30,86,inwards,8,
caterina,P30,87,outwards,NA,
caterina,P30,88,inwards,NA,
caterina,P30,89,outwards,NA,
caterina,P30,90,inwards,NA,
caterina,P30,91,outwards,NA,
caterina,P30,92,inwards,NA,
caterina,P30,93,outwards,NA,
caterina,P30,94,inwards,NA,
caterina,P30,95,outwards,NA,
caterina,P30,96,inwards,NA,
caterina,P30,97,outwards,NA,
caterina,P30,98,inwards,NA,
caterina,P30,99,outwards,NA,
caterina,P30,100,inwards,NA,
caterina,P31,1,outwards,3,
caterina,P31,2,inwards,4,
caterina,P31,3,outwards,17,
caterina,P31,4,inwards,23,
caterina,P31,5,outwards,15,
caterina,P31,6,inwards,8,
caterina,P31,7,outwards,1,
caterina,P31,8,inwards,11,
caterina,P31,9,outwards,12,
caterina,P31,10,inwards,30,
caterina,P31,11,outwards,29,
caterina,P31,12,inwards,27,
caterina,P31,13,outwards,4,
caterina,P31,14,inwards,8,
caterina,P31,15,outwards,16,
caterina,P31,16,inwards,17,
caterina,P31,17,outwards,7,
caterina,P31,18,inwards,9,
caterina,P31,19,outwards,10,
caterina,P31,20,inwards,2,
caterina,P31,21,outwards,5,
caterina,P31,22,inwards,3,
caterina,P31,23,outwards,4,
caterina,P31,24,inwards,25,
caterina,P31,25,outwards,15,
caterina,P31,26,inwards,16,
caterina,P31,27,outwards,NA,
caterina,P31,28,inwards,5,
caterina,P31,29,outwards,7,
caterina,P31,30,inwards,9,
caterina,P31,31,outwards,NA,
caterina,P31,32,inwards,4,
caterina,P31,33,outwards,NA,
caterina,P31,34,inwards,4,
caterina,P31,35,outwards,7,
caterina,P31,36,inwards,8,
caterina,P31,37,outwards,15,
caterina,P31,38,inwards,13,
caterina,P31,39,outwards,14,
caterina,P31,40,inwards,23,
caterina,P31,41,outwards,26,
caterina,P31,42,inwards,8,
caterina,P31,43,outwards,7,
caterina,P31,44,inwards,NA,
caterina,P31,45,outwards,NA,
caterina,P31,46,inwards,NA,
caterina,P31,47,outwards,5,
caterina,P31,48,inwards,NA,
caterina,P31,49,outwards,8,
caterina,P31,50,inwards,5,
caterina,P31,51,outwards,6,
caterina,P31,52,inwards,7,
caterina,P31,53,outwards,1,
caterina,P31,54,inwards,11,
caterina,P31,55,outwards,NA,
caterina,P31,56,inwards,NA,
caterina,P31,57,outwards,23,
caterina,P31,58,inwards,27,
caterina,P31,59,outwards,NA,
caterina,P31,60,inwards,NA,
caterina,P31,61,outwards,1,
caterina,P31,62,inwards,5,
caterina,P31,63,outwards,7,
caterina,P31,64,inwards,4,
caterina,P31,65,outwards,15,
caterina,P31,66,inwards,22,
caterina,P31,67,outwards,23,
caterina,P31,68,inwards,16,
caterina,P31,69,outwards,9,
caterina,P31,70,inwards,11,
caterina,P31,71,outwards,16,
caterina,P31,72,inwards,15,
caterina,P31,73,outwards,7,
caterina,P31,74,inwards,NA,
caterina,P31,75,outwards,15,
caterina,P31,76,inwards,8,
caterina,P31,77,outwards,16,
caterina,P31,78,inwards,20,
caterina,P31,79,outwards,21,
caterina,P31,80,inwards,23,
caterina,P31,81,outwards,27,
caterina,P31,82,inwards,4,
caterina,P31,83,outwards,2,
caterina,P31,84,inwards,6,
caterina,P31,85,outwards,10,
caterina,P31,86,inwards,11,
caterina,P31,87,outwards,15,
caterina,P31,88,inwards,16,
caterina,P31,89,outwards,24,
caterina,P31,90,inwards,25,
caterina,P31,91,outwards,4,
caterina,P31,92,inwards,3,
caterina,P31,93,outwards,8,
caterina,P31,94,inwards,11,
caterina,P31,95,outwards,12,
caterina,P31,96,inwards,15,
caterina,P31,97,outwards,8,
caterina,P31,98,inwards,7,
caterina,P31,99,outwards,5,
caterina,P31,100,inwards,23,
caterina,P32,1,outwards,30,
caterina,P32,2,inwards,15,
caterina,P32,3,outwards,3,
caterina,P32,4,inwards,10,
caterina,P32,5,outwards,4,
caterina,P32,6,inwards,12,
caterina,P32,7,outwards,23,
caterina,P32,8,inwards,19,
caterina,P32,9,outwards,1,
caterina,P32,10,inwards,16,
caterina,P32,11,outwards,22,
caterina,P32,12,inwards,28,
caterina,P32,13,outwards,8,
caterina,P32,14,inwards,4,
caterina,P32,15,outwards,15,
caterina,P32,16,inwards,28,
caterina,P32,17,outwards,30,
caterina,P32,18,inwards,2,
caterina,P32,19,outwards,5,
caterina,P32,20,inwards,9,
caterina,P32,21,outwards,13,
caterina,P32,22,inwards,19,
caterina,P32,23,outwards,25,
caterina,P32,24,inwards,27,
caterina,P32,25,outwards,5,
caterina,P32,26,inwards,9,
caterina,P32,27,outwards,1,
caterina,P32,28,inwards,3,
caterina,P32,29,outwards,17,
caterina,P32,30,inwards,22,
caterina,P32,31,outwards,29,
caterina,P32,32,inwards,21,
caterina,P32,33,outwards,14,
caterina,P32,34,inwards,6,
caterina,P32,35,outwards,13,
caterina,P32,36,inwards,25,
caterina,P32,37,outwards,29,
caterina,P32,38,inwards,11,
caterina,P32,39,outwards,7,
caterina,P32,40,inwards,10,
caterina,P32,41,outwards,2,
caterina,P32,42,inwards,30,
caterina,P32,43,outwards,24,
caterina,P32,44,inwards,3,
caterina,P32,45,outwards,NA,
caterina,P32,46,inwards,11,
caterina,P32,47,outwards,28,
caterina,P32,48,inwards,21,
caterina,P32,49,outwards,3,
caterina,P32,50,inwards,13,
caterina,P32,51,outwards,8,
caterina,P32,52,inwards,2,
caterina,P32,53,outwards,27,
caterina,P32,54,inwards,21,
caterina,P32,55,outwards,19,
caterina,P32,56,inwards,6,
caterina,P32,57,outwards,3,
caterina,P32,58,inwards,28,
caterina,P32,59,outwards,1,
caterina,P32,60,inwards,4,
caterina,P32,61,outwards,24,
caterina,P32,62,inwards,11,
caterina,P32,63,outwards,9,
caterina,P32,64,inwards,3,
caterina,P32,65,outwards,13,
caterina,P32,66,inwards,28,
caterina,P32,67,outwards,30,
caterina,P32,68,inwards,2,
caterina,P32,69,outwards,23,
caterina,P32,70,inwards,1,
caterina,P32,71,outwards,28,
caterina,P32,72,inwards,12,
caterina,P32,73,outwards,13,
caterina,P32,74,inwards,5,
caterina,P32,75,outwards,11,
caterina,P32,76,inwards,3,
caterina,P32,77,outwards,30,
caterina,P32,78,inwards,25,
caterina,P32,79,outwards,14,
caterina,P32,80,inwards,20,
caterina,P32,81,outwards,10,
caterina,P32,82,inwards,3,
caterina,P32,83,outwards,NA,
caterina,P32,84,inwards,NA,
caterina,P32,85,outwards,NA,
caterina,P32,86,inwards,NA,
caterina,P32,87,outwards,NA,
caterina,P32,88,inwards,NA,
caterina,P32,89,outwards,NA,
caterina,P32,90,inwards,NA,
caterina,P32,91,outwards,NA,
caterina,P32,92,inwards,NA,
caterina,P32,93,outwards,NA,
caterina,P32,94,inwards,NA,
caterina,P32,95,outwards,NA,
caterina,P32,96,inwards,NA,
caterina,P32,97,outwards,NA,
caterina,P32,98,inwards,NA,
caterina,P32,99,outwards,NA,
caterina,P32,100,inwards,NA,